id,Actual,Predicted
434,16.746911,36.34117126
435,16.805037,37.19865036
441,17.03754,37.86438751
445,17.095666,37.61945724
449,17.211917,37.2651825
450,17.270043,38.40735245
452,31.162097,52.59873199
454,12.503731,32.37145615
459,12.38748,32.62644577
464,12.213103,27.78385162
473,13.840624,-39.83166122
481,13.724372,-16.40694809
483,30.464588,47.37751007
487,13.549995,22.22589684
488,13.491869,27.92998123
490,26.221408,46.54983521
491,26.686414,51.85388947
492,26.918917,51.63234711
494,27.035169,50.38896179
495,29.243947,43.27997208
497,28.778941,47.13104248
498,28.139558,42.45420837
500,30.58084,49.13903427
504,28.313935,42.48048401
506,22.036354,38.72972488
510,12.852486,38.30442047
515,28.720816,46.11893082
519,27.674552,41.14318085
522,28.197684,42.20297241
525,11.108713,31.3439312
534,28.953319,46.32849884
539,28.430187,43.18247604
541,30.232085,44.01007462
546,30.173959,43.33570862
547,27.500175,41.30931854
549,28.372061,43.04433823
554,29.767079,42.42138672
556,27.383923,41.93130875
557,29.825205,42.87194824
558,27.267672,42.12345886
562,11.748097,30.26869774
563,30.115834,43.11671829
564,27.325798,41.90586853
567,12.968737,38.35884857
568,11.457468,30.06553841
571,29.883331,42.98526764
574,30.057708,42.98114395
579,29.999582,42.89801025
584,21.736132,39.22553253
591,21.787606,39.22553635
598,21.324339,39.22546387
599,21.272865,39.22546768
612,22.508242,39.22540665
615,23.228878,39.22554398
619,22.971508,39.22562408
626,20.964021,39.22525024
627,20.912547,39.22526932
629,20.861073,39.22518921
637,19.522748,39.09615326
638,20.088963,39.22511673
639,20.294859,39.22517395
642,20.191911,39.22514343
648,20.397807,39.22517776
650,19.93454,39.22518921
660,23.692145,38.60554886
662,19.265378,39.43985748
664,19.368326,39.37918091
667,19.4198,39.25694275
671,17.875579,39.22652054
672,17.772631,38.98720932
673,17.721157,39.11718369
683,17.618209,38.73754883
685,18.030001,39.15708923
693,18.39032,39.01260376
707,24.515729,51.62564087
709,24.464255,52.24364471
720,35.685594,40.35444641
722,33.008944,37.48186874
723,32.597152,39.04851532
728,32.803048,37.96441269
732,32.648626,38.19956589
735,24.876047,44.78054047
737,24.927521,44.47629547
738,24.978995,46.88360596
741,25.133417,46.3156395
745,25.339314,49.60781479
749,29.560184,47.61153412
753,25.54521,50.13850784
762,32.391256,40.31114197
765,33.111892,37.60609436
773,32.133885,40.96208954
780,35.376749,40.33989334
786,34.501691,38.73772812
799,26.523216,40.227211
800,26.420268,40.11260605
812,26.729112,40.6641922
813,26.780586,40.920681
821,29.663132,47.11784363
824,34.089899,38.3133049
825,34.192847,38.31913376
828,33.986951,38.349823
830,33.266314,37.99669647
831,33.21484,38.29584885
843,33.47221,38.78823853
844,29.76608,45.55328751
849,31.825041,42.6151886
851,31.567671,42.72899628
853,31.464723,44.14785385
863,27.449749,47.80124664
873,31.155879,44.48229218
874,30.692613,43.7011261
878,30.435243,45.00182724
880,30.383768,44.73077393
887,6.911611,39.16674805
890,7.271929,39.15653992
891,7.168981,39.13542175
900,6.860137,39.16812515
904,11.132481,35.95284653
908,11.544274,35.76213074
911,8.04404,39.19246674
912,11.235429,35.63596344
915,11.853118,35.23031235
920,8.404358,39.16567993
922,7.632247,39.12882614
923,7.529299,39.1812973
938,8.198462,39.19713593
941,10.823637,36.85401535
943,10.257423,36.88107681
948,8.661728,39.13287735
949,8.249936,39.13802338
950,8.55878,39.16057968
951,9.33089,38.9733429
971,9.07352,38.95467377
974,9.433838,39.04309845
976,9.536786,39.03824234
977,9.588261,39.03494263
981,9.948579,38.75181961
983,9.845631,38.59788132
989,14.735663,-3.463359833
994,29.25134,45.90505219
1000,15.095982,-10.26209259
1002,14.632715,20.6152153
1011,13.088495,34.99992752
1012,13.139969,36.23947906
1018,15.71367,12.37644958
1019,15.816618,15.09436607
1021,15.765144,13.33492088
1030,15.250404,-7.402667999
1035,16.279884,26.75200081
1037,16.434306,30.31548691
1049,28.633651,44.2122612
1051,28.376281,44.33213043
1059,17.463787,39.16507721
1060,17.412313,39.04631424
1065,23.846567,42.00022125
1068,28.015963,45.91098785
1070,16.537255,34.95763397
1077,17.103469,38.93661118
1091,14.066501,28.07232285
1093,26.162898,42.91845322
1094,36.045912,40.03508377
1096,29.302814,46.56269073
1102,27.398275,46.39878464
1107,29.148392,46.21178055
1110,24.052463,59.02901077
1116,29.096918,46.66504669
1121,21.83908,39.22554398
1123,27.655645,48.79659271
1131,12.625228,35.6493988
1138,36.560652,39.20652771
1151,26.935008,40.60467911
1159,24.155411,55.49129486
1160,13.448813,36.34791946
1167,23.550372,36.81448746
1170,23.324611,35.88187408
1175,24.077147,36.12343979
1180,22.797835,35.59150696
1183,22.572074,35.41322327
1184,22.49682,35.43475723
1189,22.120552,35.40662766
1190,24.75443,40.36903763
1192,21.970045,36.07325745
1193,21.894791,36.10557175
1206,36.192986,34.37220383
1209,35.967225,34.2976799
1214,11.133518,36.52482224
1216,35.515703,37.51359558
1220,10.983011,36.16205978
1227,33.483855,40.92543793
1233,34.838421,38.4265976
1237,33.709616,40.56956482
1238,33.935377,40.45511627
1247,10.832503,39.1384964
1249,10.75725,39.15278625
1250,10.531489,39.18359756
1251,10.456235,39.18778229
1253,10.305728,39.19210434
1256,10.15522,39.18877792
1257,10.079967,39.18981171
1267,7.446089,39.19712067
1269,9.477938,39.18955231
1270,7.521342,39.19757462
1277,7.596596,39.19394684
1287,8.800655,39.20272446
1290,8.951162,39.20318985
1292,7.897611,39.18902969
1294,7.220328,39.19032669
1298,33.258094,40.4253006
1300,25.35646,56.60382843
1301,33.18284,41.04364014
1306,21.819538,36.1592865
1313,21.593777,36.20586014
1314,11.509786,34.70507813
1318,21.443269,35.67530823
1333,18.734138,33.5286293
1349,15.347723,0.352684021
1350,15.422977,-1.18964386
1351,15.49823,-3.460166931
1362,16.100259,14.42498779
1367,16.401274,24.92110825
1371,16.551781,25.68533325
1376,16.702289,27.74557114
1400,14.820947,25.60109138
1404,25.205952,55.65309906
1409,32.580811,40.69485474
1410,32.505557,40.59890366
1414,30.548962,44.88146591
1419,30.699469,43.10842514
1421,14.595186,35.46922302
1423,20.088703,38.99795914
1426,30.398455,44.10977936
1427,32.430303,40.41428757
1430,14.519933,36.53171158
1431,30.92523,42.0658989
1433,30.323201,43.74625397
1435,30.849977,42.48280334
1441,31.677767,40.50300598
1442,31.828274,40.31771851
1455,13.917903,39.17225266
1458,12.488084,38.37994003
1460,26.259503,55.504776
1461,30.172694,42.74341965
1463,27.463562,49.31380463
1469,29.420157,42.79850388
1473,26.711025,54.19636154
1487,28.366606,43.96502686
1488,19.938196,39.31921005
1491,19.336167,39.23561096
1496,26.334757,52.87406921
1498,27.689323,46.74407959
1499,12.864352,38.99241257
1502,25.732728,56.13265991
1503,19.260913,39.1369133
1507,30.09744,42.16708755
1511,27.764577,46.26861191
1514,19.787689,39.30558777
1515,29.721172,42.49921036
1519,28.065591,44.51483536
1520,28.818128,50.62356567
1524,28.742874,49.46272659
1526,28.968635,47.03416443
1527,27.087294,57.79807281
1532,27.01204,55.76824951
1533,14.143664,39.61290359
1534,26.861533,53.76464844
1535,13.090113,38.42337799
1542,25.807981,54.76929092
1543,14.294172,39.43510437
1545,25.958489,60.05039978
1549,13.391128,37.97924805
1551,25.883235,60.99810791
1552,38.779714,40.48121262
1555,38.221613,40.4506073
1562,23.990043,49.31031799
1571,22.943604,44.24022293
1577,22.525029,46.15784073
1578,22.455266,46.50527954
1582,23.571468,48.701931
1588,22.176216,48.6115036
1591,24.199331,47.94255066
1596,24.338856,48.39235687
1597,24.478381,47.66510773
1599,38.430901,40.7168045
1603,24.617907,47.80381012
1610,25.106245,43.4949913
1611,25.176007,44.66653824
1617,29.222238,47.24232864
1618,28.873425,49.74501038
1619,28.7339,49.98675537
1625,37.244936,37.44169998
1631,38.709951,40.56958771
1632,38.291375,40.24854279
1644,36.965886,36.9650383
1647,25.24577,45.19326019
1652,36.54731,37.54972458
1656,36.26826,37.68967819
1661,25.315533,45.71794128
1665,35.082296,38.17652893
1667,35.221821,38.29827881
1676,35.849685,36.66693497
1679,25.455058,46.27075958
1687,34.593958,40.94261551
1688,34.524195,41.39997864
1690,34.38467,40.98012924
1694,34.175382,41.2375679
1695,34.10562,41.58410263
1700,33.407994,43.9352951
1701,33.896332,43.18202972
1708,33.128943,43.85384369
1710,32.989418,44.57489777
1714,33.059181,44.34843445
1715,27.40841,50.82078171
1716,27.268885,52.04876709
1723,9.618949,38.19477844
1734,8.153934,39.13057327
1737,8.014409,39.13349152
1738,9.897999,37.65219116
1742,32.849893,44.70964432
1748,14.153517,-1.778358459
1750,21.75764,49.80249786
1756,32.78013,44.97419357
1758,10.4561,36.56881332
1761,14.920906,29.27904892
1776,32.640605,45.2734108
1777,15.199956,32.48309326
1781,13.804704,28.30822945
1786,8.432984,38.43945313
1788,8.363222,38.40961456
1789,8.991085,38.24149704
1792,8.781797,38.28894806
1796,21.269302,39.17605972
1803,32.291792,45.3431778
1808,32.082504,45.65159988
1811,15.897582,31.96371078
1815,16.037107,32.10190582
1816,16.10687,32.15393829
1825,10.944438,31.90023804
1841,11.642064,6.090610504
1847,16.664971,33.36495972
1856,16.874259,34.86930084
1857,20.362388,39.07702255
1869,20.083338,39.2013092
1873,19.734525,39.23096848
1881,19.385712,39.23700714
1887,18.757849,39.12893295
1890,17.362597,38.60629272
1894,19.036899,39.16153717
1895,18.409036,39.02454376
1898,18.060223,38.83319855
1901,18.199748,38.45426941
1905,17.641647,38.35801697
1911,30.338439,54.04963303
1913,30.198914,52.0893631
1916,26.571259,49.33544922
1917,27.687461,56.19272995
1918,27.617698,53.53780746
1931,26.920072,52.31279755
1935,26.222446,47.86917877
1951,29.919864,47.43263245
1957,29.292001,47.96379089
1960,31.175591,53.14809418
1961,13.595417,37.71020889
1964,29.710576,48.72688675
1975,13.455891,38.02920914
1979,27.966511,47.75510025
1981,28.036274,47.4434967
1983,12.33969,15.11607933
1988,12.269927,16.17276764
1995,13.037316,37.29103851
1998,12.897791,35.42498016
1999,12.828028,34.30766678
2000,12.758265,32.59286118
2006,24.380673,38.9736824
2023,24.599527,39.06500244
2027,25.037236,39.77309418
2031,23.012836,39.00889969
2035,22.739268,38.95026398
2044,22.30156,38.10912323
2045,22.137419,38.17589951
2050,25.365517,40.6180954
2051,25.310803,40.62799835
2052,25.25609,40.54074097
2058,25.912652,43.92273712
2059,25.474944,41.05011368
2061,25.529657,41.49192047
2062,25.857938,42.28415298
2068,21.918565,38.57196426
2080,21.043149,38.73529816
2083,20.879009,38.63509369
2089,20.550727,37.56057739
2095,26.405073,49.33204651
2102,26.5145,49.56815338
2104,31.219863,39.74956512
2105,26.733355,49.92861938
2106,26.678641,49.40910339
2112,30.39916,39.26550674
2114,30.289733,39.2808075
2115,30.453873,39.2750473
2117,29.523744,41.74381638
2119,29.578457,41.74887466
2121,30.508587,39.28979111
2122,30.891582,39.29747009
2129,30.836868,39.30079269
2130,30.782155,39.29673767
2132,30.727441,39.29416656
2133,27.28049,60.03376007
2137,34.119679,39.30216217
2139,34.010252,39.27898407
2142,34.44796,39.22475433
2144,34.776241,39.33470917
2150,34.885668,39.35852432
2152,34.995095,39.37471008
2154,35.049809,39.39119339
2157,33.846111,39.23060608
2162,33.627257,39.36359787
2163,31.32929,39.75889969
2164,33.572544,39.44002151
2166,33.51783,39.467556
2171,31.49343,39.92931366
2178,33.134836,39.748909
2181,33.080122,39.67808914
2184,31.931138,39.72996521
2186,33.025409,39.83613586
2187,32.040565,39.50904083
2196,32.42356,38.97735596
2200,32.806555,39.02616882
2203,32.587701,38.90271378
2208,20.386587,37.29285049
2211,20.003592,36.65407562
2213,20.222446,36.99728394
2214,19.948879,37.21536636
2215,20.167733,36.95284653
2220,10.975862,36.66548157
2221,11.030576,36.91801071
2223,17.979192,32.41056824
2229,17.924479,31.98718452
2231,18.471614,36.36858368
2242,17.596198,29.70520401
2243,17.705625,30.1237278
2245,17.815052,31.1427536
2256,17.486771,29.37571526
2261,10.15516,38.45251465
2263,19.730025,38.51414871
2265,10.209873,38.36064529
2267,16.064219,30.11919403
2270,16.009506,30.29972076
2274,15.845365,30.36166191
2277,15.407657,24.0320015
2281,16.337787,32.91669464
2293,16.939636,37.51638412
2302,16.994349,37.73542404
2303,10.483441,37.92954636
2304,16.775495,36.1103096
2307,16.611354,35.64627457
2319,14.805808,18.05418587
2329,14.313387,25.5697937
2331,26.186219,45.74024582
2333,17.267917,30.445858
2340,13.766252,35.20414734
2341,13.10969,35.59620667
2342,14.149246,31.80869293
2353,13.875679,34.5750351
2354,13.219117,35.58824158
2358,13.27383,35.73757553
2372,13.328544,36.10950089
2374,12.836122,35.84545517
2376,19.237603,37.88013458
2377,19.34703,38.3742981
2378,26.952209,55.90982437
2381,11.960706,35.27241898
2388,12.288987,33.9461441
2391,11.741852,36.85008621
2394,27.006922,55.60501862
2398,11.577711,36.17805862
2411,13.602111,34.32284927
2412,12.015419,35.09040833
2420,19.128176,37.40380478
2421,11.194717,36.73830032
2427,28.703041,55.55454636
2432,28.976609,60.4229126
2433,27.499344,55.94952011
2434,12.453127,35.1808815
2446,13.383257,35.83844757
2452,29.414317,43.10846329
2454,27.554057,55.50595474
2458,27.608771,50.58434296
2460,29.250176,52.13869095
2468,22.416678,35.86807632
2469,22.341513,36.38452148
2476,21.815362,37.81082916
2481,21.43954,37.97912598
2488,23.393816,37.72337341
2490,20.838225,38.51832581
2491,24.070296,42.80551147
2492,23.995131,42.96396255
2506,28.504998,47.35843277
2513,29.256642,41.29262543
2516,28.354669,47.29994965
2525,33.465851,39.44524384
2528,33.691344,39.44647598
2529,33.766509,39.35123825
2537,10.014545,38.70558548
2541,9.713887,38.76050186
2542,9.638722,38.78142166
2549,10.390367,38.73102188
2551,10.540696,38.63250351
2555,10.766189,38.24484253
2556,9.037407,38.94716644
2564,11.442669,35.44660568
2566,11.592998,36.92918777
2567,11.367505,34.61823273
2571,32.413549,39.98964691
2574,29.406971,40.70160675
2576,29.482136,40.56218719
2579,30.384109,39.33830643
2582,29.632464,42.07549286
2584,15.501549,32.0967598
2591,15.426385,32.79667664
2592,29.857958,40.60043335
2593,29.933122,40.21304703
2596,14.975398,27.71147537
2597,32.26322,40.25156021
2602,32.188056,40.3478775
2603,32.112891,40.41383362
2619,14.449247,9.195066452
2621,15.877371,31.9744873
2637,31.135753,39.35242462
2642,23.168322,35.55919266
2644,16.0277,32.3042984
2645,23.093158,35.30995178
2648,20.387238,38.42137909
2650,20.312073,38.35743332
2658,16.403522,37.88473892
2659,16.478687,38.4798317
2670,14.374082,8.825696945
2690,18.05714,38.59427261
2697,18.508127,39.24949646
2702,27.52786,43.45530319
2711,28.054011,45.71082306
2713,18.658456,39.35104752
2714,18.583291,39.33440399
2716,27.753353,43.48155212
2719,26.701051,45.93095016
2720,18.883949,39.10228348
2723,24.14546,42.95830154
2737,24.370953,43.19260406
2741,19.034278,39.27173233
2742,13.246616,40.53871155
2743,26.550722,43.95820618
2745,12.870793,39.51154327
2752,25.799078,43.61587524
2755,12.795629,38.37718582
2761,11.893656,39.49663544
2765,11.96882,39.61279297
2769,24.746776,47.42047882
2770,12.494971,38.75518417
2771,26.400393,42.38082123
2774,12.570136,39.07685852
2781,12.419807,38.97364807
2786,12.344642,39.41903687
2790,24.596447,46.32089615
2794,25.047433,49.52925873
2805,23.115258,50.32416916
2806,22.798311,57.43264008
2808,32.623663,40.07516861
2809,24.066099,48.34256744
2837,6.95097,39.22273254
2842,7.584864,39.22298431
2843,8.218757,39.22398376
2849,19.94579,36.26631927
2855,18.044109,33.60282516
2860,12.339066,19.47591591
2873,13.606853,38.17974854
2874,25.650833,49.59442139
2881,25.016939,51.00721359
2882,28.820301,44.02758789
2885,13.9238,38.99352264
2887,29.771141,45.30707932
2888,28.503354,42.89696884
2891,28.186407,44.06412125
2896,25.967779,46.19970322
2898,52.063221,40.70094681
2905,40.811625,40.47912979
2909,32.656106,32.6424942
2912,55.083784,48.12888336
2916,55.461355,59.03727722
2919,55.763411,62.95000458
2923,37.413492,40.42516708
2928,37.489006,40.36778259
2929,37.337978,40.58849335
2932,35.14807,41.32750702
2940,34.921528,40.58969879
2945,32.429563,33.71723938
2948,32.203021,35.13633728
2961,52.667334,41.41044617
2965,52.365278,40.63521957
2971,54.857242,47.57860565
2972,51.836679,40.49459457
2973,55.234812,53.73311615
2976,55.914439,63.06024933
2979,51.232567,40.09189224
2984,54.781728,50.24714661
2986,55.838925,64.79798126
2987,56.140981,57.11353683
3008,53.044904,40.89233398
3010,53.120418,40.8671875
3012,54.102101,47.42681885
3014,54.479672,47.35151291
3015,56.292009,56.2475853
3018,54.328643,48.89130402
3020,57.122664,60.82169342
3023,47.003779,39.63703537
3026,50.93051,39.92634964
3030,56.971636,54.22937012
3031,43.454618,40.05387115
3033,54.404158,49.16398621
3046,46.777237,39.62942505
3052,50.250884,39.50321579
3055,53.724531,46.57099152
3056,49.646771,39.49477005
3058,50.024342,39.45473862
3059,47.305835,39.54211807
3061,53.573503,44.41791153
3063,43.303589,40.1067543
3066,49.948827,39.56793213
3069,53.497989,44.87673569
3073,56.820608,54.37395477
3075,49.042659,39.36413193
3078,56.66958,52.57482147
3081,48.740602,39.44107056
3086,49.118173,39.40469742
3089,47.985462,39.4377861
3090,46.550694,39.57126999
3093,48.665088,39.4397049
3095,53.422475,43.15408707
3098,47.909948,39.43946457
3100,48.967145,39.38513947
3110,48.51406,39.41041946
3111,48.589574,39.42767715
3113,45.266955,39.59019852
3114,46.022096,39.64080429
3121,45.417983,39.63357544
3126,45.493497,39.65434647
3127,45.569011,39.64919662
3132,44.05873,40.07971191
3133,44.4363,39.97234726
3135,44.360786,40.0988121
3139,43.907702,39.96833801
3141,38.093119,40.34490967
3149,40.283027,40.29020691
3151,42.850505,40.22713089
3153,41.038167,40.36934662
3164,42.548449,40.45051956
3165,35.601154,40.22401047
3169,36.884893,40.60092545
3172,38.319661,39.86528397
3194,41.340224,40.28991699
3199,41.793308,40.21976089
3203,38.923773,40.22263718
3205,36.582837,39.11498642
3207,36.507323,39.22211456
3212,36.054239,38.90809631
3221,32.807134,32.28423691
3224,31.749937,36.58766556
3226,33.864331,35.7322464
3229,33.939845,36.28509521
3232,33.10919,34.57011795
3233,33.260218,34.41290665
3238,33.335732,33.68193054
3239,33.411246,33.81072617
3241,30.466198,41.57413864
3249,31.447881,38.77483368
3253,30.69274,40.0925293
3254,30.843768,39.79365921
3256,31.07031,39.54896927
3257,31.296852,39.22158813
3265,48.89163,39.40884399
3267,30.239655,41.80572891
3269,30.088627,41.98875809
3272,29.862085,42.79774857
3274,29.711057,43.19340515
3275,29.635543,43.6330986
3277,28.200776,43.57483673
3282,36.356295,39.14204788
3283,48.816116,39.44590378
3287,58.859488,60.75288773
3293,58.935002,59.40602112
3303,59.765656,67.43965149
3307,59.614628,57.43606186
3311,57.349206,66.28044128
3321,29.106944,44.64740372
3323,59.916685,59.34754181
3324,29.182458,44.61395264
3332,27.521149,44.08897781
3337,28.804888,42.83288574
3352,36.066444,39.55717468
3356,35.985754,39.86974716
3357,35.824375,40.07264709
3360,33.645756,41.33669281
3364,61.725736,81.23905945
3368,67.777456,88.13674164
3372,67.696766,86.7205658
3374,67.535387,77.76516724
3377,44.619541,44.70082474
3380,44.377472,44.48213196
3382,44.216093,43.818573
3384,44.054714,43.00970459
3391,43.731956,42.78626251
3393,44.700231,45.35741043
3396,60.031254,87.03234863
3397,38.406442,40.90013504
3401,38.729201,41.71599197
3403,60.515392,81.606987
3404,61.564357,79.2794342
3408,43.328508,42.78782654
3419,61.160909,90.17581177
3426,43.247818,42.36227798
3427,40.988509,42.57819748
3428,41.795405,43.12903976
3433,61.080219,91.93554688
3439,43.086439,42.05891037
3447,44.86161,44.89468765
3457,40.585061,41.41988754
3458,44.9423,43.95788956
3466,45.022989,43.61636353
3468,39.374717,43.14016724
3470,58.417462,77.82602692
3479,58.82091,79.48358917
3488,39.858855,41.35493088
3491,58.498152,77.4189682
3495,39.616786,42.72970581
3496,39.778165,41.63540268
3504,56.480912,71.65377045
3506,91.661576,78.99215698
3507,91.338818,68.65789795
3510,56.80367,70.72415161
3521,56.722981,72.43055725
3529,90.773991,82.44488525
3530,90.93537,79.88879395
3532,36.227823,39.45770264
3533,57.771946,80.19692993
3534,57.933325,81.33385468
3535,90.693301,81.67834473
3539,55.674016,68.82408142
3540,56.158154,71.18811035
3541,55.593326,68.13435364
3546,38.164373,40.09087753
3553,36.87334,40.2204628
3556,90.531922,82.36697388
3568,49.622296,51.63465118
3569,90.289853,82.33421326
3570,90.209164,82.60891724
3585,90.128474,83.30441284
3592,36.631271,40.18980408
3595,49.138159,48.79004669
3598,89.967095,82.34525299
3600,49.541607,51.63273621
3601,37.922305,39.72605515
3603,48.734711,49.95396423
3604,49.057469,48.69696808
3607,51.074709,57.36587524
3608,89.644336,84.59011841
3609,45.829885,45.98457718
3610,49.299538,50.87505341
3611,51.478157,55.704422
3620,89.563647,86.23303223
3623,48.573332,50.82793808
3626,37.115409,40.36023712
3627,50.025744,57.47973633
3633,32.112654,41.99895096
3634,47.927815,49.55368042
3639,47.685746,49.16261292
3640,68.9878,86.72805786
3642,50.91333,57.69514084
3643,33.242308,42.11078644
3649,89.240888,89.44981384
3654,48.492642,51.55652618
3658,50.590571,56.95056915
3665,47.524367,50.16919708
3670,52.93057,70.0085144
3682,55.351258,63.55476379
3686,47.201608,48.65755081
3695,46.717471,49.05804443
3696,70.198144,91.5736084
3703,46.87885,47.91107941
3716,34.614031,42.58970642
3722,32.83886,41.70758057
3723,53.979535,64.91382599
3724,53.576087,68.51022339
3726,70.84366,79.43406677
3731,34.8561,41.97326279
3735,35.098169,41.72200012
3736,52.204363,63.23942184
3738,88.676061,87.0010376
3742,53.011259,69.57885742
3744,35.017479,41.9095726
3749,55.109189,65.55529022
3751,53.091949,69.5922699
3753,55.028499,67.94338226
3762,54.625051,65.1418457
3763,54.382983,64.48880768
3778,86.093994,76.72706604
3783,84.802961,77.53132629
3786,86.578132,72.49736023
3794,33.322998,41.35969162
3795,70.92435,78.08744049
3799,71.085729,77.6733017
3800,71.247108,74.10507202
3802,71.569867,75.87405396
3805,32.435412,41.77809525
3810,71.973315,73.81611633
3816,71.650556,78.213974
3817,72.054004,70.48577881
3821,31.951275,42.13263702
3824,72.296073,65.10279846
3831,72.8609,58.99172592
3833,31.870585,42.85871124
3834,73.022279,61.3306694
3838,31.628516,43.61568832
3840,31.547827,43.63726425
3849,73.990555,61.05037308
3850,74.071244,61.88912582
3854,74.394003,60.45298767
3867,62.209873,85.54350281
3873,27.190588,48.17050171
3876,62.371253,84.91868591
3877,84.318823,66.08224487
3884,30.014724,45.80441284
3898,75.604347,56.07500458
3903,75.846415,54.9249115
3906,63.420217,87.7228241
3907,63.016769,84.93726349
3912,83.996065,67.13027954
3913,63.097459,85.14453125
3915,76.007795,54.86552811
3918,80.445722,79.02380371
3919,79.396758,82.61529541
3923,27.916795,51.56647491
3925,80.365033,79.20592499
3934,82.86641,68.8157196
3935,82.220894,71.06069183
3938,80.768481,76.4473114
3941,79.477447,82.94854736
3947,82.785721,69.68281555
3950,80.526412,78.38973999
3952,79.558137,82.4629364
3953,80.84917,76.25221252
3957,78.589862,82.58703613
3958,78.83193,81.79258728
3962,76.411243,52.84700012
3976,83.108479,67.49964905
3982,81.333308,75.50872803
3985,76.491932,53.03240204
3988,79.073999,81.35243225
3989,76.97607,58.41148376
4003,83.431237,63.69057846
4005,77.298828,72.943367
4009,77.782966,82.64073181
4010,83.673306,63.24345398
4016,63.581597,90.19400024
4022,64.307803,83.31707764
4023,64.146424,86.69763184
4024,42.440922,41.47410583
4034,64.469182,80.49351501
4047,64.87263,72.1568985
4051,29.449897,58.08800888
4057,29.369207,58.06455994
4058,65.114699,68.8425293
4063,31.144379,41.13502502
4068,28.965759,50.41321945
4071,29.127139,57.84300232
4072,65.276078,68.6113739
4075,29.207828,57.44594955
4079,66.002284,72.71052551
4080,29.046449,57.56394196
4081,28.481622,53.76678467
4082,31.063689,41.38455582
4086,66.082974,73.12524414
4088,65.518147,69.3635025
4089,28.562311,53.17137146
4094,65.598837,67.69429016
4097,88.353303,88.21990967
4106,68.745731,85.88336182
4108,86.658821,71.22192383
4109,87.949855,85.94961548
4111,87.869165,85.52754211
4115,69.956075,91.02073669
4119,70.682281,76.66421509
4121,66.728491,78.74516296
4124,86.820201,72.09442139
4125,68.100214,85.05756378
4126,87.627097,81.10359955
4128,66.80918,81.10925293
4135,66.97056,77.29881287
4139,67.051249,76.6558609
4144,87.223649,58.73805618
4145,87.142959,59.29479599
4146,24.024365,39.22530746
4153,22.115465,39.22536469
4154,24.660665,45.2051239
4164,27.842164,40.15930939
4170,25.933264,39.3382988
4171,26.251414,39.37503433
4175,27.205864,40.63198853
4185,10.980218,39.0854454
4196,9.707618,39.15073776
4198,32.296263,41.65073013
4200,14.798017,27.09926224
4206,19.252116,39.22552872
4217,30.705513,45.57070923
4218,19.888416,39.22554779
4219,16.388767,38.269207
4221,16.706917,38.83198166
4224,28.478464,41.97325134
4226,21.797315,39.22532654
4232,24.342515,44.88994217
4235,29.432914,42.54616165
4237,12.889118,33.22517776
4241,13.843567,37.65740585
4243,12.570968,36.68357086
